,entity_index,entity_name,cui,cui_name
83006,83006,HMGB2P1,C3147489,HMGB2P1 gene
83007,83007,UBE2L4,C1421287,UBE2L4 gene
83008,83008,EML2-AS1,,
83009,83009,LINC01533,C3891364,LINC01533 gene
83010,83010,SLC25A36P1,C3811980,SLC25A36P1 gene
83011,83011,MAN1A2P1,C3891015,MAN1A2P1 gene
83012,83012,NDUFV2P1,C1417654,NDUFV2P1 gene
83013,83013,MZF1-AS1,C3890829,MZF1-AS1 gene
83014,83014,CCDC177,C1428015,CCDC177 gene
83015,83015,EIF1P6,C3815782,EIF1P6 gene
83016,83016,MIR3188,,
83017,83017,CARD8-AS1,C3890863,CARD8-AS1 gene
83018,83018,PTOV1-AS1,C3540886,PTOV1-AS1 gene
83019,83019,BNIP3P40,C3810987,BNIP3P40 gene
83020,83020,NAPA-AS1,C3543219,NAPA-AS1 gene
83021,83021,OR5AH1P,,
83022,83022,BNIP3P30,C3810977,BNIP3P30 gene
83023,83023,ZNF649-AS1,C3891254,ZNF649-AS1 gene
83024,83024,ZNF725P,C3470381,ZNF725P gene
83025,83025,VN1R84P,C2829111,VN1R84P gene
83026,83026,EEF1A1P7,C2829286,EEF1A1P7 gene
83027,83027,CLEC4GP1,C2239302,CLEC4GP1 gene
83028,83028,BNIP3P25,C3810972,BNIP3P25 gene
83029,83029,LRRC2-AS1,C3537520,LRRC2-AS1 gene
83030,83030,VN1R81P,C2829108,VN1R81P gene
83031,83031,FENDRR,C3540317,FENDRR gene
83032,83032,BNIP3P27,C3810974,BNIP3P27 gene
83033,83033,VN1R83P,,
83034,83034,CYP2T3P,C1425824,CYP2T3P gene
83035,83035,VN1R88P,C2829115,VN1R88P gene
83036,83036,VN1R107P,C2829134,VN1R107P gene
83037,83037,SIGLEC18P,C2828687,SIGLEC18P gene
83038,83038,MIMT1,C2239683,MIMT1 gene
83039,83039,LINC00664,C3816130,LINC00664 gene
83040,83040,LETM1P2,C2239649,LETM1P2 gene
83041,83041,BNIP3P26,C3810973,BNIP3P26 gene
83042,83042,BNIP3P33,C3810980,BNIP3P33 gene
83043,83043,SCGB1B2P,C3469676,SCGB1B2P gene
83044,83044,ADGRE4P,C1426107,ADGRE4P gene
83045,83045,RPL7P50,C2678961,RPL7P50 gene
83046,83046,VN1R87P,C2829114,VN1R87P gene
83047,83047,SIGLEC22P,C2828691,SIGLEC22P gene
83048,83048,ESPNP,C1825068,ESPNP gene
83049,83049,IGFL1P1,C1825580,IGFL1P1 gene
83050,83050,PLCE1-AS1,C3541046,PLCE1-AS1 gene
83051,83051,A1BG-AS1,C2829919,A1BG-AS1 gene
83052,83052,VN1R82P,C2829109,VN1R82P gene
83053,83053,BNIP3P18,C3810966,BNIP3P18 gene
83054,83054,HNRNPA1P52,,
83055,83055,ZNF209P,C1421697,ZNF209P gene
83056,83056,LINC01082,C3554277,LINC01082 gene
83057,83057,LINC00528,C3470836,LINC00528 gene
83058,83058,ZNF350-AS1,C3811036,ZNF350-AS1 gene
83059,83059,ZSCAN16-AS1,C3816263,ZSCAN16-AS1 gene
83060,83060,GOLGA2P9,C3811009,GOLGA2P9 gene
83061,83061,VN1R85P,,
83062,83062,PTOV1-AS2,C3890285,PTOV1-AS2 gene
83063,83063,LINC01233,C3815647,LINC01233 gene
83064,83064,ITGB1P1,C1414654,ITGB1P1 gene
83065,83065,RAB11B-AS1,C3540244,RAB11B-AS1 gene
83066,83066,LINC01224,C3815321,LINC01224 gene
83067,83067,PLA2G4C-AS1,C3890486,PLA2G4C-AS1 gene
83068,83068,BNIP3P8,C3810956,BNIP3P8 gene
83069,83069,CYP4F23P,C3470036,CYP4F23P gene
83070,83070,TDGF1P7,C3469972,TDGF1P7 gene
83071,83071,TP53TG3HP,,
83072,83072,RPL12P41,C2679044,RPL12P41 gene
83073,83073,BNIP3P39,C3810986,BNIP3P39 gene
83074,83074,EXOSC3P2,C2239394,EXOSC3P2 gene
83075,83075,ZIM2-AS1,C3891266,ZIM2-AS1 gene
83076,83076,PLEKHA3P1,C1426299,PLEKHA3P1 gene
83077,83077,ZNF528-AS1,C3891258,ZNF528-AS1 gene
83078,83078,IPO5P1,C3813940,IPO5P1 gene
83079,83079,ARHGAP19-SLIT1,C3816839,ARHGAP19-SLIT1 gene
83080,83080,SNHG8,C1822803,SNHG8 gene
83081,83081,PCF11-AS1,C4085053,PCF11-AS1 gene
83082,83082,MKNK1-AS1,C3543635,MKNK1-AS1 gene
83083,83083,RNU12,C1419456,RNU12-2P gene
83084,83084,BMS1P7,C1538956,BMS1P7 gene
83085,83085,MIR222HG,C3810881,MIR222HG gene
83086,83086,GAS5-AS1,C3539400,GAS5-AS1 gene
83087,83087,LDHAL6EP,C3541086,LDHAL6EP gene
83088,83088,VTRNA2,C2681113,VTRNA2-1 gene
83089,83089,LINC01480,C3891523,LINC01480 gene
83090,83090,BIVM-ERCC5,C3816855,BIVM-ERCC5 gene
83091,83091,IGKV1OR2,,
83092,83092,MTCO2P22,,
83093,83093,MTND6P22,C4085765,MTND6P22 gene
83094,83094,MTCYBP22,C4084643,MTCYBP22 gene
83095,83095,NDUFB8P2,C2239776,NDUFB8P2 gene
83096,83096,IMMP1LP1,C3892012,IMMP1LP1 gene
83097,83097,BNIP3P10,C3810958,BNIP3P10 gene
83098,83098,STX8P1,C3812491,STX8P1 gene
83099,83099,PHACTR2P1,C3813008,PHACTR2P1 gene
83100,83100,MTATP6P2,C3543618,MTATP6P2 gene
83101,83101,COX6CP16,C3813889,COX6CP16 gene
83102,83102,BNIP3P9,C3810957,BNIP3P9 gene
83103,83103,UNGP3,C1426627,UNGP3 gene
83104,83104,MTND4LP5,C4084607,MTND4LP5 gene
83105,83105,IGHV1OR15-4,,
83106,83106,HMGN3-AS1,C3811575,HMGN3-AS1 gene
83107,83107,MTCO3P22,C4085099,MTCO3P22 gene
83108,83108,PFN1P2,C1823771,PFN1P2 gene
83109,83109,CAHM,C3469775,CAHM gene
83110,83110,NRBF2P5,C3542203,NRBF2P5 gene
83111,83111,KNOP1P2,C3814366,KNOP1P2 gene
83112,83112,OR7E108P,C1423213,OR7E108P gene
83113,83113,IGKV2OR2,,
83114,83114,IGHV3OR16-12,,
83115,83115,IGHV3OR16-9,,
83116,83116,PEBP1P2,C3541668,PEBP1P2 gene
83117,83117,LINC01235,C3815649,LINC01235 gene
83118,83118,DUXAP3,C1824997,DUXAP3 gene
83119,83119,HCG17,C1539639,HCG17 gene
83120,83120,URGCP-MRPS24,C3814930,URGCP-MRPS24 gene
83121,83121,TSIX,C1421204,TSIX gene
83122,83122,BUD13P1,C3890310,BUD13P1 gene
83123,83123,PRMT1P1,C3813021,PRMT1P1 gene
83124,83124,BNIP3P15,C3810963,BNIP3P15 gene
83125,83125,RPL23AP92,C4085747,RPL23AP92 gene
83126,83126,IGKV2OR2,,
83127,83127,HSPE1-MOB4,C3813532,HSPE1-MOB4 gene
83128,83128,RPS10-NUDT3,C3816304,RPS10-NUDT3 gene
83129,83129,NANOGNBP3,C3471272,NANOGNBP3 gene
83130,83130,HNRNPDLP4,C3813515,HNRNPDLP4 gene
83131,83131,DDX55P1,C3815421,DDX55P1 gene
83132,83132,SRGAP2D,C3541537,SRGAP2D gene
83133,83133,ZNF30-AS1,C3891265,ZNF30-AS1 gene
83134,83134,HNRNPA3P9,C3812103,HNRNPA3P9 gene
83135,83135,MTND4P35,C4085778,MTND4P35 gene
83136,83136,TAS2R6P,C1427035,TAS2R6P gene
83137,83137,RAP2CP1,C3813450,RAP2CP1 gene
83138,83138,RPSAP75,C4085732,RPSAP75 gene
83139,83139,LPP-AS2,C3470901,LPP-AS2 gene
83140,83140,LRRC37A9P,C3470908,LRRC37A9P gene
83141,83141,IGKV2OR2,,
83142,83142,SNRPGP17,C3816298,SNRPGP17 gene
83143,83143,NAMA,C1033680,Nama <eudicots>
83144,83144,SUMO2P14,C3816295,SUMO2P14 gene
83145,83145,SCML2P2,C3543933,SCML2P2 gene
83146,83146,NUDT4P2,C3812028,NUDT4P2 gene
83147,83147,IGHV3OR16-8,,
83148,83148,IGLVIVOR22,,
83149,83149,HINT1P2,C3890874,HINT1P2 gene
83150,83150,BOLA2P2,C3890336,BOLA2P2 gene
83151,83151,IGHV3OR16-13,,
83152,83152,MTCO1P22,C4085832,MTCO1P22 gene
83153,83153,BNIP3P4,C3146683,BNIP3P4 gene
83154,83154,SUMO2P15,C3812954,SUMO2P15 gene
83155,83155,DPRXP2,C1824966,DPRXP2 gene
83156,83156,IGKV1OR2,,
83157,83157,HTATSF1P2,C3147641,HTATSF1P2 gene
83158,83158,SRGNP1,C3812479,SRGNP1 gene
83159,83159,IGKV2OR2,,
83160,83160,MZT1P2,C3890827,MZT1P2 gene
83161,83161,PRR13P3,C3890294,PRR13P3 gene
83162,83162,RPL23AP90,C4085618,RPL23AP90 gene
83163,83163,RPL17P51,C3816519,RPL17P51 gene
83164,83164,BNIP3P17,C3810965,BNIP3P17 gene
83165,83165,BNIP3P11,,
83166,83166,YPEL5P2,C3891270,YPEL5P2 gene
83167,83167,IGKV1OR2,,
83168,83168,LINC00904,C3816156,LINC00904 gene
83169,83169,MTND5P10,C3471239,MTND5P10 gene
83170,83170,SNX29P2,C3469856,SNX29P2 gene
83171,83171,RPL17P3,C1426425,RPL17P3 gene
83172,83172,NDUFA8P1,C4085454,NDUFA8P1 gene
83173,83173,MROH7-TTC4,C3810919,MROH7-TTC4 gene
83174,83174,RN7SKP299,C3541632,RN7SKP299 gene
83175,83175,PLS3-AS1,,
83176,83176,LINC01215,C3815313,LINC01215 gene
83177,83177,RNA5SP108,C3542783,RNA5SP108 gene
83178,83178,RNU6,C1419574,RNU6-1 gene
83179,83179,ADAM6,C1412204,ADAM6 gene
83180,83180,RN7SL827P,C3543330,RN7SL827P gene
83181,83181,RNU1,C1419467,RNU1-1 gene
83182,83182,RNU6,C1419574,RNU6-1 gene
83183,83183,LINC01607,C4085137,LINC01607 gene
83184,83184,FGF14-AS2,,
83185,83185,NFYC-AS1,C3811507,NFYC-AS1 gene
83186,83186,ARF4-AS1,,
83187,83187,NBPF25P,C3810953,NBPF25P gene
83188,83188,RNU4,,
83189,83189,CASC15,C3811556,CASC15 gene
83190,83190,RN7SL803P,C3543352,RN7SL803P gene
83191,83191,MIR3666,,
83192,83192,RN7SL726P,C3539464,RN7SL726P gene
83193,83193,LINC00551,C3470851,LINC00551 gene
83194,83194,TPTE2P2,C2828889,TPTE2P2 gene
83195,83195,RNU6,C1419574,RNU6-1 gene
83196,83196,RNA5SP506,C3540863,RNA5SP506 gene
83197,83197,RNU4,,
83198,83198,RN7SL778P,C3543753,RN7SL778P gene
83199,83199,FAM47E-STBD1,C3816097,FAM47E-STBD1 gene
83200,83200,RNA5SP357,C3543137,RNA5SP357 gene
83201,83201,RNU6,C1419574,RNU6-1 gene
83202,83202,RNU6,C1419574,RNU6-1 gene
83203,83203,RN7SL760P,C3543770,RN7SL760P gene
83204,83204,RNU6,C1419574,RNU6-1 gene
83205,83205,LINC01023,C3812945,LINC01023 gene
83206,83206,RN7SL840P,C3541766,RN7SL840P gene
83207,83207,GTF2IP13,C4085525,GTF2IP13 gene
83208,83208,ZSWIM8-AS1,C3542030,ZSWIM8-AS1 gene
83209,83209,OR10AH1P,C1426298,OR10AH1P gene
83210,83210,MAGI1-IT1,C3470929,MAGI1-IT1 gene
83211,83211,GTF2IP20,C4085511,GTF2IP20 gene
83212,83212,OR5AO1P,C1429141,OR5AO1P gene
83213,83213,FAM223B,C3541093,FAM223B gene
83214,83214,MESTIT1,C1425221,MESTIT1 gene
83215,83215,ADIRF-AS1,,
83216,83216,STAG3L5P-PVRIG2P-PILRB,,
83217,83217,JMJD1C-AS1,C3541697,JMJD1C-AS1 gene
83218,83218,OR10AE3P,C1429092,OR10AE3P gene
83219,83219,CSPG4P5,C3146983,CSPG4P5 gene
83220,83220,RBAK-RBAKDN,C3813827,RBAK-RBAKDN gene
83221,83221,MYHAS,C3890830,MYHAS gene
83222,83222,ARL2-SNX15,C3816561,ARL2-SNX15 gene
83223,83223,INTS4P2,C2681615,INTS4P2 gene
83224,83224,FAM95C,C3541099,FAM95C gene
83225,83225,ATF4P2,C2681174,ATF4P2 gene
83226,83226,PACERR,C3890506,PACERR gene
83227,83227,FAM25BP,,
83228,83228,OR5BQ1P,C1423363,OR5BQ1P gene
83229,83229,OR2A13P,C1423186,OR2A13P gene
83230,83230,C1QTNF3-AMACR,C3810993,C1QTNF3-AMACR gene
83231,83231,DGCR11,C1424837,DGCR11 gene
83232,83232,RBAKDN,C3813828,RBAKDN gene
83233,83233,OR6L2P,C1423221,OR6L2P gene
83234,83234,OR7M1P,C1423224,OR7M1P gene
83235,83235,MICE,C0025914,House mice
83236,83236,SFTPD-AS1,C3889763,SFTPD-AS1 gene
83237,83237,CNTNAP3P1,C3813870,CNTNAP3P1 gene
83238,83238,MIR6812,,
83239,83239,SMIM11B,,
83240,83240,MIR7160,,
83241,83241,RN7SL386P,C3541198,RN7SL386P gene
83242,83242,MIR6792,,
83243,83243,RNA5,,
83244,83244,MIR6075,C3810905,MIR6075 gene
83245,83245,MIR6870,,
83246,83246,MIR6765,,
83247,83247,MIR6859-2,C3815339,MIR6859-2 gene
83248,83248,MIR8066,,
83249,83249,FRMD6-AS1,C3470327,FRMD6-AS1 gene
83250,83250,GOLGA6L1,C2829521,GOLGA6L1 gene
83251,83251,LINC01138,C3814904,LINC01138 gene
83252,83252,INO80B-WBP1,C3813939,INO80B-WBP1 gene
83253,83253,OR7E156P,C1429167,OR7E156P gene
83254,83254,MIR6514,C3812970,MIR6514 gene
83255,83255,RN7SL787P,C3543745,RN7SL787P gene
83256,83256,MIR6777,,
83257,83257,MIR6081,,
83258,83258,MIR6774,C3813413,MIR6774 gene
83259,83259,RNA5SP439,C3542600,RNA5SP439 gene
83260,83260,RN7SL585P,C3542862,RN7SL585P gene
83261,83261,MIR8071-1,,
83262,83262,GAGE13,C1825330,GAGE13 gene
83263,83263,MIR6864,C3815346,MIR6864 gene
83264,83264,ADAMTS7P1,C3815772,ADAMTS7P1 gene
83265,83265,MIR6801,,
83266,83266,C8orf89,C3890150,C8orf89 gene
83267,83267,RN7SL650P,C3541826,RN7SL650P gene
83268,83268,MIR6832,,
83269,83269,SPDYE10P,C5576002,SPDYE10 gene
83270,83270,RNU6,C1419574,RNU6-1 gene
83271,83271,MIR378J,C3816811,MIR378J gene
83272,83272,MIR6867,,
83273,83273,RN7SL625P,C3542333,RN7SL625P gene
83274,83274,MYO5BP1,C3148449,MYO5BP1 gene
83275,83275,MIR6761,,
83276,83276,MIR6078,,
83277,83277,NPHP3-ACAD11,C3811528,NPHP3-ACAD11 gene
83278,83278,MIR6772,,
83279,83279,MIR7152,,
83280,83280,KRT89P,C1825776,KRT89P gene
83281,83281,MIR8083,C3816819,MIR8083 gene
83282,83282,RN7SL600P,C3542357,RN7SL600P gene
83283,83283,BSNDP2,C3890320,BSNDP2 gene
83284,83284,PTCHD3P1,C3541016,PTCHD3P1 gene
83285,83285,MIR6750,,
83286,83286,RN7SL166P,C3539263,RN7SL166P gene
83287,83287,MIR6753,,
83288,83288,GXYLT1P4,C3892031,GXYLT1P4 gene
83289,83289,HMGB1P24,C3147463,HMGB1P24 gene
83290,83290,BSNDP1,C3890321,BSNDP1 gene
83291,83291,MIR6825,,
83292,83292,MIR6511B2,C3812967,MIR6511B2 gene
83293,83293,MIR6782,,
83294,83294,RN7SL663P,C3541813,RN7SL663P gene
83295,83295,MIR6814,,
83296,83296,MIR6740,,
83297,83297,MIR6745,,
83298,83298,RNU1,C1419467,RNU1-1 gene
83299,83299,PDCD6IPP1,C3812993,PDCD6IPP1 gene
83300,83300,RN7SL680P,C3541797,RN7SL680P gene
83301,83301,FGD5P1,C3540315,FGD5P1 gene
83302,83302,MIR6503,,
83303,83303,MIR6770-3,,
83304,83304,MIR6859-3,,
83305,83305,MIR6809,,
83306,83306,C17orf98,C2681302,C17orf98 gene
83307,83307,FAM27D1,C1825102,FAM27D1 gene
83308,83308,MIR6804,,
83309,83309,MIR6796,C3813790,MIR6796 gene
83310,83310,RN7SL313P,C3542395,RN7SL313P gene
83311,83311,MIR8076,,
83312,83312,CCL15-CCL14,C3542301,CCL15-CCL14 gene
83313,83313,UBE2Q2P6,C3814614,UBE2Q2P6 gene
83314,83314,MIR3648-1,,
83315,83315,IGHV3,,
83316,83316,MIR6505,,
83317,83317,RN7SL736P,C3539455,RN7SL736P gene
83318,83318,MIR941,,
83319,83319,MIR6132,,
83320,83320,IKBKGP1,C2239532,IKBKGP1 gene
83321,83321,MIR6807,,
83322,83322,EIF3FP1,C2829328,EIF3FP1 gene
83323,83323,MIR4477A,C3148073,MIR4477A gene
83324,83324,RNA5SP440,C3542599,RNA5SP440 gene
83325,83325,STMN1P1,C3541527,STMN1P1 gene
83326,83326,MIR7156,,
83327,83327,FUT8-AS1,C3540303,FUT8-AS1 gene
83328,83328,MIR6855,,
83329,83329,MIR6133,,
83330,83330,MIR548AY,C3816816,MIR548AY gene
83331,83331,GGTLC5P,C2681547,GGTLC5P gene
83332,83332,MIR5739,,
83333,83333,MIR6871,,
83334,83334,RN7SL820P,C3539151,RN7SL820P gene
83335,83335,LINC00226,C3470608,LINC00226 gene
83336,83336,MIR6510,,
83337,83337,FRG1HP,C4084688,FRG1HP gene
83338,83338,MIR2909,,
83339,83339,MIR6858,,
83340,83340,CNTNAP3P2,C3813871,CNTNAP3P2 gene
83341,83341,MIR6835,C3814212,MIR6835 gene
83342,83342,IGLL4P,C2829580,IGLL4P gene
83343,83343,LINC00540,,
83344,83344,MIR6829,,
83345,83345,BMS1P14,C3816862,BMS1P14 gene
83346,83346,PCDHGB9P,C1423658,PCDHGB9P gene
83347,83347,HERC2P2,C1415514,HERC2P2 gene
83348,83348,MIR6895,,
83349,83349,MIR8055,C3816003,MIR8055 gene
83350,83350,GXYLT1P5,C3892030,GXYLT1P5 gene
83351,83351,PHBP6,C5576200,PHB1P6 gene
83352,83352,MIR6893,,
83353,83353,MIR6499,,
83354,83354,MIR7154,,
83355,83355,MIR6769A,C3813406,MIR6769A gene
83356,83356,RN7SL856P,C3541150,RN7SL856P gene
83357,83357,CSPG4P10,C3813899,CSPG4P10 gene
83358,83358,MIR7111,C3815700,MIR7111 gene
83359,83359,YWHAEP7,C3814954,YWHAEP7 gene
83360,83360,MIR7158,,
83361,83361,RN7SL192P,C3543980,RN7SL192P gene
83362,83362,TRBV15,C1421040,TRBV15 gene
83363,83363,MIR7159,,
83364,83364,MIR6730,,
83365,83365,PMS2P10,C1418680,PMS2P10 gene
83366,83366,MIR6729,,
83367,83367,RN7SL769P,C3543763,RN7SL769P gene
83368,83368,MIR7848,,
83369,83369,MIR6848,,
83370,83370,MIR8071-2,,
83371,83371,EEF1A1P42,,
83372,83372,MIR6763,,
83373,83373,GTF2IP1,C1415348,GTF2IP1 gene
83374,83374,RN7SL270P,C3543537,RN7SL270P gene
83375,83375,MIR8063,,
83376,83376,MIR6784,,
83377,83377,IGHV1OR21-1,,
83378,83378,MIR7844,,
83379,83379,GOLGA6L6,C2829526,GOLGA6L6 gene
83380,83380,RNU1,C1419467,RNU1-1 gene
83381,83381,MIR8058,,
83382,83382,MIR8053,,
83383,83383,MIR6891,C3815691,MIR6891 gene
83384,83384,CEBPB-AS1,C3890132,CEBPB-AS1 gene
83385,83385,RN7SL473P,C3543807,RN7SL473P gene
83386,83386,RN7SL628P,C3542330,RN7SL628P gene
83387,83387,MIR6894,,
83388,83388,MIR6165,,
83389,83389,OFD1P16Y,C1538528,OFD1P16Y gene
83390,83390,NF1P10,C4085066,NF1P10 gene
83391,83391,ZNF630-AS1,C3470380,ZNF630-AS1 gene
83392,83392,PRINS,C0600587,Primed In Situ Labeling
83393,83393,RN7SL575P,C3542871,RN7SL575P gene
83394,83394,PGM5P3-AS1,C3890498,PGM5P3-AS1 gene
83395,83395,MIR6770-2,,
83396,83396,MIR6827,,
83397,83397,GOLGA6L17P,C3811010,GOLGA6L17P gene
83398,83398,MIR6719,,
83399,83399,PGM5P2,C1826573,PGM5P2 gene
83400,83400,MIR7107,,
83401,83401,GOLGA6L22,C3811015,GOLGA6L22 gene
83402,83402,FAM230A,C3541511,FAM230A gene
83403,83403,MIR6746,,
83404,83404,MIR8089,,
83405,83405,MIR8075,,
83406,83406,SENP3-EIF4A1,,
83407,83407,MIR6726,,
83408,83408,MIR6757,,
83409,83409,AQP7P5,C4085606,AQP7P5 gene
83410,83410,RN7SL186P,C3539244,RN7SL186P gene
83411,83411,TSC22D1-AS1,C3470139,TSC22D1-AS1 gene
83412,83412,GLIDR,C3811002,GLIDR gene
83413,83413,MIR6770-1,,
83414,83414,MIR6859-1,,
83415,83415,MIR6816,,
83416,83416,MIR7856,,
83417,83417,RFPL4AP6,C3540222,RFPL4AP6 gene
83418,83418,GRAMD4P3,C3811021,GRAMD4P3 gene
83419,83419,VWA8-AS1,C3542524,VWA8-AS1 gene
83420,83420,OR7E104P,,
83421,83421,PMS2P2,C1418683,PMS2P2 gene
83422,83422,MIR6512,,
83423,83423,MIR6892,,
83424,83424,IGHV3,,
83425,83425,MIR6865,,
83426,83426,MIR7851,C3815988,MIR7851 gene
83427,83427,MIR8070,,
83428,83428,CHMP1B2P,C3813474,CHMP1B2P gene
83429,83429,IGKV2OR2,,
83430,83430,RN7SL113P,C3540199,RN7SL113P gene
83431,83431,MIR6775,,
83432,83432,C11orf98,C3890147,C11orf98 gene
83433,83433,BEND3P3,C3542842,BEND3P3 gene
83434,83434,TRAJ37,C1420920,TRAJ37 gene
83435,83435,GOLGA6L10,C2829529,GOLGA6L10 gene
83436,83436,RN7SL82P,C3540980,RN7SL82P gene
83437,83437,MCM8-AS1,C3891014,MCM8-AS1 gene
83438,83438,MIR6859-4,C3890845,MIR6859-4 gene
83439,83439,RN7SL660P,C3541816,RN7SL660P gene
83440,83440,MIR6722,,
83441,83441,FAM27B,C1539420,FAM27B gene
83442,83442,BACE1-AS,C2828824,BACE1-AS gene
83443,83443,LINC00548,C3470849,LINC00548 gene
83444,83444,MIR6071,,
83445,83445,MIR6823,,
83446,83446,LINC00624,C3541068,LINC00624 gene
83447,83447,BANCR,C3542845,BANCR gene
83448,83448,HEIH,C3542729,HEIH gene
83449,83449,AGAP14P,C1539162,AGAP14P gene
83450,83450,SND1-IT1,,
83451,83451,LINC01451,C3891539,LINC01451 gene
83452,83452,GPR1-AS,C3811017,CMKLR2-AS gene
83453,83453,FAM223A,C3470598,FAM223A gene
83454,83454,RBM12B-AS1,C3471499,RBM12B-AS1 gene
83455,83455,AGPAT4-IT1,C3472142,AGPAT4-IT1 gene
83456,83456,OR4N3P,C1423451,OR4N3P gene
83457,83457,KLHL30-AS1,C3470549,KLHL30-AS1 gene
83458,83458,FAM230C,C3470648,FAM230C gene
83459,83459,C20orf181,C1424051,C20orf181 gene
83460,83460,LINC00216,C3470605,LINC00216 gene
83461,83461,MAPT-IT1,C3470937,MAPT-IT1 gene
83462,83462,SNX18P12,C3146526,SNX18P12 gene
83463,83463,LINC00552,C3470852,LINC00552 gene
83464,83464,LINC01126,C3814897,LINC01126 gene
83465,83465,BIRC6-AS2,C3890346,BIRC6-AS2 gene
83466,83466,RPL23AP61,C2679364,RPL23AP61 gene
83467,83467,DNM1P41,C2681439,DNM1P41 gene
83468,83468,RN7SKP23,,
83469,83469,PLAC4,C1422789,PLAC4 gene
83470,83470,GGT4P,C2681545,GGT4P gene
83471,83471,UCKL1-AS1,C2240139,UCKL1-AS1 gene
83472,83472,FRG1KP,,
83473,83473,ERICD,C3815805,ERICD gene
83474,83474,LINC01101,C3813740,LINC01101 gene
83475,83475,ASAP1-IT2,C3816844,ASAP1-IT2 gene
83476,83476,LINC01374,C3891768,LINC01374 gene
83477,83477,LINC01348,C3891788,LINC01348 gene
83478,83478,SCAANT1,C3280964,SCAANT1 gene
83479,83479,PCAT14,C3812531,PCAT14 gene
83480,83480,THRIL,C3810159,THRIL gene
83481,83481,SH3PXD2A-AS1,C3543913,SH3PXD2A-AS1 gene
83482,83482,LINC00251,C3470622,LINC00251 gene
83483,83483,LINC01232,C3815646,LINC01232 gene
83484,83484,EIF1B-AS1,C3543280,EIF1B-AS1 gene
83485,83485,LINC01202,C3815301,LINC01202 gene
83486,83486,JAKMIP2-AS1,C3541698,JAKMIP2-AS1 gene
83487,83487,LINC00294,C2676768,LINC00294 gene
83488,83488,LINC00836,C3539361,LINC00836 gene
83489,83489,CPS1-IT1,C3146973,CPS1-IT1 gene
83490,83490,MIR325HG,C3816798,MIR325HG gene
83491,83491,FOXCUT,C3889231,FOXCUT gene
83492,83492,LINC00628,C3541066,LINC00628 gene
83493,83493,CTBP1-AS,C3813903,CTBP1-AS gene
83494,83494,LINC01163,C3814922,LINC01163 gene
83495,83495,LINC00921,C3816402,LINC00921 gene
83496,83496,N4BP2L2-IT2,C3543222,N4BP2L2-IT2 gene
83497,83497,LINC01395,C3891644,LINC01395 gene
83498,83498,TRG-AS1,C3814596,TRG-AS1 gene
83499,83499,PTENP1-AS,C3813431,PTENP1-AS gene
83500,83500,LINC01127,C3814898,LINC01127 gene
83501,83501,NPTN-IT1,C3541498,NPTN-IT1 gene
83502,83502,LINC00706,C3539366,LINC00706 gene
83503,83503,GHET1,C3811000,GHET1 gene
83504,83504,SLFNL1-AS1,C3543904,SLFNL1-AS1 gene
83505,83505,LINC00254,C3470623,LINC00254 gene
83506,83506,LINC01338,C3891796,LINC01338 gene
83507,83507,LINC00997,C3812923,LINC00997 gene
83508,83508,NF1P9,C4085433,NF1P9 gene
83509,83509,ARRDC3-AS1,C3543316,ARRDC3-AS1 gene
83510,83510,RASSF1-AS1,C3813825,RASSF1-AS1 gene
83511,83511,INE2,C1416435,INE2 gene
83512,83512,ABALON,C3815766,ABALON gene
83513,83513,LINC00506,C3470799,LINC00506 gene
83514,83514,SNHG4,C1822799,SNHG4 gene
83515,83515,LINC01176,C3815285,LINC01176 gene
83516,83516,BLACAT1,C3809633,BLACAT1 gene
83517,83517,TGFB2-OT1,C3889173,TGFB2-OT1 gene
83518,83518,CICP14,C3146931,CICP14 gene
83519,83519,SEPSECS-AS1,C3811477,SEPSECS-AS1 gene
83520,83520,CDR1-AS,C3806701,CDR1-AS gene
83521,83521,DGCR12,C1415549,HIRA gene
83522,83522,LINC00895,C3816149,LINC00895 gene
83523,83523,LSINCT5,C3539331,LSINCT5 gene
83524,83524,SAMD12-AS1,C3469670,SAMD12-AS1 gene
83525,83525,LINC00538,C3470843,LINC00538 gene
83526,83526,RBM5-AS1,C3813830,RBM5-AS1 gene
83527,83527,PACRG-AS1,C3542189,PACRG-AS1 gene
83528,83528,LINC01012,C3812936,LINC01012 gene
83529,83529,ERC2-IT1,,
83530,83530,LINC01080,C3808912,LINC01080 gene
83531,83531,C2-AS1,C3810995,C2-AS1 gene
83532,83532,LINC01230,C3815644,LINC01230 gene
83533,83533,LINC00550,C3470850,LINC00550 gene
83534,83534,LINC01394,C3891645,LINC01394 gene
83535,83535,HCP5B,C3470440,HCP5B gene
83536,83536,LINC00891,C3816145,LINC00891 gene
83537,83537,PAUPAR,C3812523,PAUPAR gene
83538,83538,GIMAP1-GIMAP5,C3889214,GIMAP1-GIMAP5 gene
83539,83539,LINC01144,C3814910,LINC01144 gene
83540,83540,PEG13,C3890499,PEG13 gene
83541,83541,DPRXP3,C1824967,DPRXP3 gene
83542,83542,WASH5P,C2240172,WASH5P gene
83543,83543,LINC01002,C3812928,LINC01002 gene
83544,83544,FRG1CP,,
83545,83545,RHOXF1P2,C4085015,RHOXF1P2 gene
83546,83546,BISPR,C3890345,BISPR gene
83547,83547,FRG1DP,C4084690,FRG1DP gene
